Название,Тип Постройки,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Страница объекта в интернете,Контактный Телефон,Адрес,Долгота,Широта,Круглосуточно
Харламов мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Харламов мост",59.924221,30.303058,1
Мало-Калинкин мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Мало-Калинкин мост",59.916613,30.281283,1
Эрмитажный мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Эрмитажный мост",59.942538,30.317027000000003,1
1-й Инженерный мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, 1-й Инженерный мост",59.9417,30.337796,1
1-й мост Круштейна,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, 1-й мост Круштейна",59.930926,30.290572,1
2-й мост Круштейна,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, 2-й мост Круштейна",59.929614,30.286502,1
Бумажный мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Бумажный мост",59.905949,30.262005,1
Сутугин мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Сутугин мост",59.902294,30.26921,1
Алмазный мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Алмазный мост",59.878979,30.353229,1
1-й Волковский мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, 1-й Волковский мост",59.899424,30.359724,1
Старообрядческий мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Старообрядческий мост",59.90469399999999,30.363928,1
Грааповский мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Грааповский мост",59.910799,30.359212,1
Ново-Кирпичный мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Ново-Кирпичный мост",59.913623,30.361898,1
2-й Инженерный мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, 2-й Инженерный мост",59.94005,30.339952,1
Трёхчастный мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Трёхчастный мост",59.939095,30.315868,1
Могилёвский мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Могилёвский мост",59.921511,30.293428,1
Пикалов мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Пикалов мост",59.920772,30.298468,1
Ново-Никольский мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Ново-Никольский мост",59.921813,30.303004,1
Красногвардейский мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Красногвардейский мост",59.920988,30.29927600000001,1
Аларчин мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Аларчин мост",59.920663,30.287149,1
Коломенский мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Коломенский мост",59.91944599999999,30.284768,1
Мост Красного Курсанта,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Мост Красного Курсанта",59.95512,30.281013,1
Мало-Петровский мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Мало-Петровский мост",59.960841,30.271698,1
1-й Зимний мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, 1-й Зимний мост",59.941358,30.318752000000003,1
2-й Зимний мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, 2-й Зимний мост",59.94079,30.319587,1
Аптекарский мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Аптекарский мост",59.967273,30.332047,1
Петропавловский мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Петропавловский мост",59.96785799999999,30.314188,1
Силин мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Силин мост",59.96965,30.307828000000004,1
Геслеровский мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Геслеровский мост",59.969385,30.304325,1
Карповский мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Карповский мост",59.97002,30.301432,1
Барочный мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Барочный мост",59.96856500000001,30.288766,1
Молодёжный мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Молодёжный мост",59.967835,30.282864,1
Угольный мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Угольный мост",59.864037,30.236017,1
Мало-Крестовский мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Мало-Крестовский мост",59.973275,30.282379,1
Иоанновский мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Иоанновский мост",59.952254,30.322552,1
Смежный мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Смежный мост",59.91806500000001,30.301136,1
Старо-Никольский мост,Мосты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, Старо-Никольский мост",59.92051899999999,30.299097,1
